,NOx State,PM State,PM2.5 Scaled µg/m³,PM10 Scaled µg/m³,Pressure mbar,Humidity %RH,Temperature C,Datetime,HourOfDay,DayOfWeek,DayOfMonth,Month,Day,precip,windgust,windspeed,winddir,cloudcover,visibility,conditions,icon,NO µg/m3,NO2 µg/m3,NOx µg/m3
0,OK,Deliquescence,51.21,66.34,1016.0,88.45,11.35,2022-11-13 00:00:00,0,6,30,30,13,0.019,24.1,8.6,116.0,100.0,5.0,"Rain, Overcast",rain,2.4252,24.025,39.22537500000001
1,OK,OK,40.59,37.35,1015.43,88.6,11.8,2022-11-13 01:00:00,1,6,30,30,13,0.0,18.4,9.5,135.0,100.0,4.4,Overcast,cloudy,0.4324,18.075000000000003,28.094625
2,OK,OK,34.94,29.36,1014.53,88.65,12.0,2022-11-13 02:00:00,2,6,30,30,13,0.0,22.3,11.3,135.0,100.0,3.5,Overcast,cloudy,2.6131999999999995,15.362499999999999,26.163
3,OK,OK,30.73,24.28,1014.73,88.48,12.18,2022-11-13 03:00:00,3,6,30,30,13,0.0,25.9,7.7,138.0,100.0,4.4,Overcast,cloudy,1.0903999999999998,15.375,24.633000000000003
4,OK,OK,31.17,24.5,1014.58,88.48,12.15,2022-11-13 04:00:00,4,6,30,30,13,0.0,9.4,8.4,132.0,100.0,5.6,Overcast,cloudy,2.0304,15.0375,25.092
5,OK,OK,32.81,28.65,1014.18,88.43,12.0,2022-11-13 05:00:00,5,6,30,30,13,0.0,9.4,7.8,135.0,100.0,5.6,Overcast,cloudy,0.846,14.4875,23.007375
6,OK,Deliquescence,30.27,73.23,1013.58,88.35,11.75,2022-11-13 06:00:00,6,6,30,30,13,0.011,11.2,9.5,125.0,100.0,5.0,"Rain, Overcast",rain,1.4664,15.0875,24.575625
7,OK,Deliquescence,24.44,103.6,1012.98,88.43,11.35,2022-11-13 07:00:00,7,6,30,30,13,0.0,7.6,10.9,102.0,100.0,3.4,Overcast,cloudy,1.1467999999999998,15.7125,25.20675
8,OK,Deliquescence,23.24,84.28,1012.98,88.78,11.03,2022-11-13 08:00:00,8,6,30,30,13,0.0,5.4,8.8,96.0,97.2,2.7,Overcast,cloudy,6.1476,15.962499999999999,30.6765
9,OK,Deliquescence,22.68,52.8,1012.65,89.18,11.23,2022-11-13 09:00:00,9,6,30,30,13,0.0,14.8,10.2,97.0,97.2,3.9,Overcast,cloudy,11.204799999999999,18.8125,40.181625000000004
10,OK,Deliquescence,20.48,24.4,1012.5,89.08,11.3,2022-11-13 10:00:00,10,6,30,30,13,0.0,5.4,7.0,77.0,96.2,7.2,Overcast,cloudy,12.2952,18.85,41.34825000000001
11,OK,OK,20.66,16.12,1012.23,89.03,11.65,2022-11-13 11:00:00,11,6,30,30,13,0.0,3.6,7.5,112.0,91.0,10.0,Overcast,cloudy,18.517999999999997,20.637500000000003,50.4135
12,OK,OK,21.81,16.09,1011.15,88.48,12.35,2022-11-13 12:00:00,12,6,30,30,13,0.0,3.6,10.5,103.0,81.8,9.6,Partially cloudy,partly-cloudy-day,13.423199999999998,20.4375,44.924625
13,OK,OK,20.97,14.77,1010.43,88.08,13.6,2022-11-13 13:00:00,13,6,30,30,13,0.0,13.0,9.8,98.0,80.8,11.4,Partially cloudy,partly-cloudy-day,11.3364,18.4625,39.78
14,OK,OK,23.73,16.55,1009.5,84.38,15.1,2022-11-13 14:00:00,14,6,30,30,13,0.0,20.5,9.9,99.0,55.5,14.1,Partially cloudy,partly-cloudy-day,12.408,22.9375,47.716875
15,OK,OK,28.06,20.08,1009.1,83.43,14.45,2022-11-13 15:00:00,15,6,30,30,13,0.0,14.8,10.8,96.0,61.7,13.1,Partially cloudy,partly-cloudy-day,7.7456,23.1875,43.35637500000001
16,OK,OK,30.56,22.33,1009.08,84.75,12.98,2022-11-13 16:00:00,16,6,30,30,13,0.0,3.6,9.4,97.0,8.0,11.6,Clear,clear-day,14.852,26.7375,56.017125
17,OK,OK,37.56,27.95,1008.85,86.63,12.13,2022-11-13 17:00:00,17,6,30,30,13,0.0,11.2,7.7,91.0,43.8,6.9,Partially cloudy,partly-cloudy-night,18.724800000000002,28.6625,62.902125000000005
18,OK,OK,40.85,31.17,1007.83,87.38,11.68,2022-11-13 18:00:00,18,6,30,30,13,0.0,16.6,12.0,86.0,83.6,4.8,Partially cloudy,partly-cloudy-night,35.5132,33.8875,87.97500000000001
19,OK,OK,52.3,41.21,1007.25,88.28,11.38,2022-11-13 19:00:00,19,6,30,30,13,0.0,16.6,9.4,103.0,86.9,7.1,Partially cloudy,partly-cloudy-night,47.45119999999999,35.0,101.82150000000001
20,OK,Deliquescence,55.97,47.59,1006.85,88.45,11.15,2022-11-13 20:00:00,20,6,30,30,13,0.0,22.3,4.0,111.0,97.2,6.3,Overcast,cloudy,34.1408,31.462500000000002,82.868625
21,OK,OK,51.07,40.51,1006.55,88.38,10.7,2022-11-13 21:00:00,21,6,30,30,13,0.0,24.1,4.7,82.0,64.7,3.9,Partially cloudy,partly-cloudy-night,45.270399999999995,26.9375,87.24825
22,OK,OK,48.46,37.13,1006.6,88.8,10.13,2022-11-13 22:00:00,22,6,30,30,13,0.0,20.5,6.3,89.0,0.0,5.7,Clear,clear-night,44.161199999999994,26.7875,85.90950000000001
23,OK,OK,47.39,36.23,1006.05,89.08,9.75,2022-11-13 23:00:00,23,6,30,30,13,0.0,7.6,3.6,322.0,18.5,3.9,Clear,clear-night,36.0772,23.700000000000003,72.961875
24,OK,OK,51.08,40.0,1005.3,89.4,9.53,2022-11-14 00:00:00,0,0,30,30,14,0.019,13.0,2.9,323.0,0.0,5.4,Rain,rain,33.952799999999996,23.799999999999997,70.95375
25,OK,OK,51.69,41.72,1004.55,89.78,9.35,2022-11-14 01:00:00,1,0,30,30,14,0.0,16.6,3.1,101.0,75.7,1.4,Partially cloudy,partly-cloudy-night,26.0004,22.025000000000002,60.148125
26,OK,Deliquescence,59.11,62.17,1003.6,89.98,9.43,2022-11-14 02:00:00,2,0,30,30,14,0.0,5.4,3.6,359.0,100.0,0.2,Overcast,fog,26.9404,21.5375,60.3585
27,OK,Deliquescence,63.24,118.44,1003.18,90.05,9.78,2022-11-14 03:00:00,3,0,30,30,14,0.0,11.2,2.7,195.0,100.0,0.6,Overcast,fog,25.116799999999998,19.2,54.927
28,OK,Deliquescence,58.38,106.39,1003.0,90.03,9.78,2022-11-14 04:00:00,4,0,30,30,14,0.0,18.4,3.3,79.0,100.0,0.0,Overcast,cloudy,34.4416,19.650000000000002,65.120625
29,OK,Deliquescence,55.68,120.72,1002.78,90.03,9.68,2022-11-14 05:00:00,5,0,30,30,14,0.0,18.4,3.1,100.0,100.0,0.2,Overcast,fog,33.3324,19.225,63.322875
30,OK,Deliquescence,47.12,104.03,1002.5,89.9,9.6,2022-11-14 06:00:00,6,0,30,30,14,0.104,16.6,3.8,116.0,100.0,0.1,"Rain, Overcast",rain,35.2876,17.05,62.00325000000001
31,OK,Deliquescence,44.08,91.61,1002.0,90.08,9.4,2022-11-14 07:00:00,7,0,30,30,14,0.0,16.6,5.2,125.0,100.0,0.0,Overcast,cloudy,53.8056,18.5125,83.059875
32,OK,Deliquescence,37.13,102.05,1002.05,90.65,9.78,2022-11-14 08:00:00,8,0,30,30,14,0.019,14.8,4.4,192.0,10.0,0.5,"Rain, Fog",rain,63.6192,21.875,98.18775000000001
33,OK,Deliquescence,35.83,102.01,1001.63,90.75,10.43,2022-11-14 09:00:00,9,0,30,30,14,0.0,20.5,3.5,241.0,100.0,0.0,Overcast,cloudy,53.279199999999996,22.487499999999997,88.606125
34,OK,Deliquescence,28.55,59.16,1000.7,90.85,10.88,2022-11-14 10:00:00,10,0,30,30,14,0.077,16.6,6.6,172.0,100.0,1.2,"Rain, Overcast",rain,42.901599999999995,20.55,75.10387500000002
35,OK,Deliquescence,30.17,40.05,1000.38,91.0,11.48,2022-11-14 11:00:00,11,0,30,30,14,0.0,18.4,6.2,168.0,97.2,3.8,Overcast,cloudy,35.2876,21.325,68.54400000000001
36,OK,OK,35.63,33.02,999.95,90.68,12.0,2022-11-14 12:00:00,12,0,30,30,14,0.0,13.0,7.0,140.0,93.8,6.2,Overcast,cloudy,16.732,25.275,55.69200000000001
37,OK,OK,37.18,31.1,999.3,90.75,12.5,2022-11-14 13:00:00,13,0,30,30,14,0.0,9.4,7.8,125.0,93.8,7.1,Overcast,cloudy,24.778399999999998,26.875,66.3255
38,OK,OK,34.11,26.82,999.18,90.03,13.23,2022-11-14 14:00:00,14,0,30,30,14,0.0,5.4,5.2,128.0,92.8,7.5,Overcast,cloudy,22.635199999999998,26.712500000000002,63.91575
39,OK,OK,35.93,28.94,998.6,88.45,13.23,2022-11-14 15:00:00,15,0,30,30,14,0.0,7.6,6.7,104.0,47.9,8.5,Partially cloudy,partly-cloudy-day,49.16199999999999,25.125,88.453125
40,OK,OK,38.84,31.06,997.88,88.68,12.28,2022-11-14 16:00:00,16,0,30,30,14,0.0,7.6,7.7,106.0,52.0,7.5,Partially cloudy,partly-cloudy-day,63.638,29.725,110.217375
41,OK,OK,42.93,33.7,997.58,89.53,12.13,2022-11-14 17:00:00,17,0,30,30,14,0.0,13.0,5.4,118.0,91.0,6.9,Overcast,cloudy,71.30839999999999,31.8125,121.195125
42,OK,OK,44.2,34.78,997.93,89.65,12.38,2022-11-14 18:00:00,18,0,30,30,14,0.0,16.6,7.3,129.0,92.8,7.3,Overcast,cloudy,80.8964,33.5875,133.68375
43,OK,OK,36.81,28.28,998.13,89.9,12.6,2022-11-14 19:00:00,19,0,30,30,14,0.0,11.2,8.6,162.0,93.8,5.4,Overcast,cloudy,41.2472,32.9875,92.431125
44,OK,OK,18.44,13.44,998.08,89.48,12.63,2022-11-14 20:00:00,20,0,30,30,14,0.021,18.4,12.4,239.0,91.0,8.8,"Rain, Overcast",rain,0.8835999999999999,20.049999999999997,31.575375000000005
45,OK,OK,7.04,5.83,997.65,88.73,12.28,2022-11-14 21:00:00,21,0,30,30,14,0.495,22.3,13.7,240.0,91.0,13.1,"Rain, Overcast",rain,0.94,13.912500000000001,22.242375000000003
46,OK,OK,3.48,4.68,996.85,87.53,11.58,2022-11-14 22:00:00,22,0,30,30,14,0.0,24.1,12.9,237.0,74.2,14.1,Partially cloudy,partly-cloudy-night,2.9139999999999997,15.45,26.602875
47,OK,OK,4.45,5.47,996.45,86.7,10.55,2022-11-14 23:00:00,23,0,30,30,14,0.011,13.0,8.8,211.0,58.6,13.6,"Rain, Partially cloudy",rain,3.29,16.8875,29.18475
48,OK,OK,3.94,5.79,995.83,86.68,9.8,2022-11-15 00:00:00,0,1,30,30,15,0.0,16.6,9.4,184.0,63.7,13.6,Partially cloudy,partly-cloudy-night,2.1056,16.6875,27.673875000000002
49,OK,OK,2.97,5.6,994.88,86.83,9.35,2022-11-15 01:00:00,1,1,30,30,15,0.0,22.3,12.0,165.0,70.9,14.1,Partially cloudy,partly-cloudy-night,1.5603999999999998,16.95,27.540000000000003
50,OK,OK,2.84,5.7,993.43,87.03,9.3,2022-11-15 02:00:00,2,1,30,30,15,0.0,25.9,10.9,160.0,61.7,13.6,Partially cloudy,partly-cloudy-night,1.9552,16.2375,26.832375
51,OK,OK,2.66,6.21,992.8,87.43,9.73,2022-11-15 03:00:00,3,1,30,30,15,0.0,22.3,13.6,154.0,31.9,14.1,Partially cloudy,partly-cloudy-night,0.7143999999999999,17.125,26.928
52,OK,OK,2.76,6.45,992.5,86.95,10.63,2022-11-15 04:00:00,4,1,30,30,15,0.0,29.5,14.9,152.0,97.2,11.7,Overcast,cloudy,0.9964,15.95,25.417125
53,OK,OK,2.94,6.51,991.0,86.95,10.98,2022-11-15 05:00:00,5,1,30,30,15,0.0,35.3,17.3,156.0,97.2,12.1,Overcast,cloudy,1.0715999999999999,15.8,25.264125000000003
54,OK,OK,3.32,7.29,989.85,86.23,11.63,2022-11-15 06:00:00,6,1,30,30,15,0.0,40.7,22.2,168.0,100.0,11.4,Overcast,cloudy,1.222,16.512500000000003,26.50725
55,OK,OK,2.94,6.04,988.73,86.03,11.8,2022-11-15 07:00:00,7,1,30,30,15,0.038,33.5,22.5,164.0,93.8,7.6,"Rain, Overcast",rain,0.3008,20.6625,31.919625000000003
56,OK,OK,1.92,3.4,988.08,87.85,11.43,2022-11-15 08:00:00,8,1,30,30,15,0.203,29.5,22.4,151.0,93.8,6.9,"Rain, Overcast",rain,1.0152,21.724999999999998,34.272000000000006
57,OK,OK,1.17,2.21,987.5,88.78,11.58,2022-11-15 09:00:00,9,1,30,30,15,1.27,35.3,21.7,157.0,93.8,6.3,"Rain, Overcast",rain,3.4215999999999998,22.25,37.523250000000004
58,OK,OK,1.32,2.66,986.65,89.3,11.8,2022-11-15 10:00:00,10,1,30,30,15,0.736,38.9,20.5,158.0,93.8,7.5,"Rain, Overcast",rain,1.5415999999999999,22.1,35.38125
59,OK,OK,1.71,3.4,985.48,89.38,12.08,2022-11-15 11:00:00,11,1,30,30,15,1.12,42.5,24.4,161.0,93.8,6.1,"Rain, Overcast",rain,2.8952,22.15,36.83475000000001
60,OK,OK,1.83,3.36,983.93,89.38,12.25,2022-11-15 12:00:00,12,1,30,30,15,4.949,44.6,25.0,165.0,93.8,7.6,"Rain, Overcast",rain,6.0912,23.287499999999998,41.826375000000006
61,OK,OK,2.78,4.83,983.63,89.75,12.65,2022-11-15 13:00:00,13,1,30,30,15,0.683,51.8,22.1,179.0,79.8,7.0,"Rain, Partially cloudy",rain,2.162,20.5125,33.5835
62,OK,OK,2.19,4.03,983.78,86.6,13.98,2022-11-15 14:00:00,14,1,30,30,15,0.145,37.1,26.7,213.0,41.1,13.6,"Rain, Partially cloudy",rain,1.8423999999999998,19.0625,31.02075
63,OK,OK,2.26,4.4,984.05,82.43,13.95,2022-11-15 15:00:00,15,1,30,30,15,0.0,33.5,21.8,216.0,49.5,12.6,Partially cloudy,partly-cloudy-day,3.7787999999999995,23.35,39.569625
64,OK,OK,2.49,5.0,984.43,83.25,12.78,2022-11-15 16:00:00,16,1,30,30,15,0.0,37.1,17.5,206.0,54.0,12.1,Partially cloudy,partly-cloudy-day,2.1431999999999998,24.5125,39.684375
65,OK,OK,2.89,4.99,984.65,84.75,11.98,2022-11-15 17:00:00,17,1,30,30,15,0.032,27.7,16.8,201.0,66.4,11.6,"Rain, Partially cloudy",rain,3.0456,26.724999999999998,43.987500000000004
66,OK,OK,3.25,5.2,984.6,84.93,11.38,2022-11-15 18:00:00,18,1,30,30,15,0.043,24.1,15.5,207.0,65.8,13.6,"Rain, Partially cloudy",rain,2.5192,23.55,38.59425
67,OK,OK,3.42,5.82,984.73,85.05,10.55,2022-11-15 19:00:00,19,1,30,30,15,0.0,16.6,13.8,193.0,85.9,13.1,Partially cloudy,partly-cloudy-night,3.4404,22.337500000000002,37.67625
68,OK,OK,3.63,7.19,984.65,84.75,9.93,2022-11-15 20:00:00,20,1,30,30,15,0.019,25.9,15.6,202.0,18.5,12.1,Rain,rain,2.5756,20.625,34.176375
69,OK,OK,4.83,7.72,985.5,85.23,9.13,2022-11-15 21:00:00,21,1,30,30,15,0.0,20.5,16.6,215.0,18.5,12.6,Clear,clear-night,2.8011999999999997,22.912499999999998,37.905750000000005
70,OK,OK,4.9,8.7,985.85,86.28,8.53,2022-11-15 22:00:00,22,1,30,30,15,0.0,20.5,12.5,187.0,26.9,13.1,Partially cloudy,partly-cloudy-night,3.4215999999999998,23.4375,39.340125
71,OK,OK,3.58,6.73,985.7,86.93,8.38,2022-11-15 23:00:00,23,1,30,30,15,0.0,18.4,12.2,181.0,6.2,10.4,Clear,clear-night,1.6167999999999998,20.2875,32.684625000000004
72,OK,OK,2.18,4.83,985.18,86.48,9.0,2022-11-16 00:00:00,0,2,30,30,16,0.0,30.2,18.4,200.0,50.0,9.0,Partially cloudy,partly-cloudy-night,4.3052,17.3875,30.9825
73,OK,OK,1.41,3.68,985.28,86.43,8.9,2022-11-16 01:00:00,1,2,30,30,16,0.0,28.8,18.4,180.0,90.0,10.0,Partially cloudy,partly-cloudy-night,1.2032,15.825,25.43625
74,OK,OK,1.12,2.94,985.38,86.98,8.48,2022-11-16 02:00:00,2,2,30,30,16,0.0,27.7,14.8,160.0,90.0,10.0,Partially cloudy,partly-cloudy-night,1.6167999999999998,16.3625,26.679375
75,OK,OK,1.26,3.18,985.2,87.18,8.3,2022-11-16 03:00:00,3,2,30,30,16,0.0,27.7,11.2,174.0,71.2,10.0,Partially cloudy,partly-cloudy-night,2.256,16.9,28.171125000000004
76,OK,OK,1.4,3.32,984.95,87.98,8.18,2022-11-16 04:00:00,4,2,30,30,16,0.0,25.2,10.5,146.0,77.5,10.0,Partially cloudy,partly-cloudy-night,0.7707999999999999,18.3,28.783125000000002
77,OK,OK,1.38,3.28,984.68,87.73,8.35,2022-11-16 05:00:00,5,2,30,30,16,0.0,24.5,10.0,160.0,90.0,10.0,Partially cloudy,partly-cloudy-night,2.444,20.175,33.354000000000006
78,OK,OK,1.56,3.73,984.38,88.05,8.35,2022-11-16 06:00:00,6,2,30,30,16,0.0,23.8,5.4,41.0,96.9,10.0,Overcast,cloudy,4.6436,23.0625,40.0095
79,OK,OK,2.3,4.5,983.55,88.43,8.55,2022-11-16 07:00:00,7,2,30,30,16,0.0,18.7,11.8,179.0,77.5,7.9,Partially cloudy,partly-cloudy-night,11.28,34.225,63.83925000000001
80,OK,OK,2.36,4.45,983.4,88.8,8.58,2022-11-16 08:00:00,8,2,30,30,16,0.053,18.4,11.2,144.0,91.0,9.7,"Rain, Overcast",rain,15.077599999999999,39.275000000000006,75.429
81,OK,OK,2.21,4.13,983.5,89.43,8.95,2022-11-16 09:00:00,9,2,30,30,16,2.828,13.0,12.0,168.0,65.8,13.1,"Rain, Partially cloudy",rain,18.33,35.9,73.55475
82,OK,OK,1.47,3.07,983.53,88.5,10.05,2022-11-16 10:00:00,10,2,30,30,16,0.23,20.5,12.4,190.0,18.5,12.6,Rain,rain,11.543199999999999,24.5125,49.266000000000005
83,OK,OK,1.48,2.84,983.33,85.28,11.58,2022-11-16 11:00:00,11,2,30,30,16,0.0,22.3,13.0,177.0,28.8,14.1,Partially cloudy,partly-cloudy-day,11.75,21.512500000000003,44.867250000000006
84,OK,OK,2.16,4.01,982.65,81.3,12.85,2022-11-16 12:00:00,12,2,30,30,16,0.0,20.5,16.4,185.0,24.7,13.6,Partially cloudy,partly-cloudy-day,3.384,18.625,31.93875
85,OK,OK,2.48,5.32,982.13,79.45,12.95,2022-11-16 13:00:00,13,2,30,30,16,0.0,18.4,14.3,170.0,53.1,13.1,Partially cloudy,partly-cloudy-day,2.9328,18.875,31.862250000000003
86,OK,OK,3.24,6.63,980.7,81.1,12.03,2022-11-16 14:00:00,14,2,30,30,16,0.0,24.1,16.2,155.0,73.2,13.1,Partially cloudy,partly-cloudy-day,2.4252,21.237499999999997,34.9605
87,OK,OK,4.22,8.76,980.35,82.93,11.4,2022-11-16 15:00:00,15,2,30,30,16,0.0,20.5,16.0,162.0,82.9,11.9,Partially cloudy,partly-cloudy-day,2.5568,29.075000000000003,47.085750000000004
88,OK,OK,4.2,7.23,979.23,84.18,10.7,2022-11-16 16:00:00,16,2,30,30,16,0.0,20.5,16.1,132.0,91.0,10.6,Overcast,cloudy,2.1807999999999996,32.262499999999996,51.580125
89,OK,OK,7.03,12.79,977.65,86.35,10.33,2022-11-16 17:00:00,17,2,30,30,16,0.23,25.9,15.3,117.0,79.8,10.4,"Rain, Partially cloudy",rain,4.3991999999999996,35.3375,58.541625
90,OK,OK,6.34,11.5,976.0,86.38,10.43,2022-11-16 18:00:00,18,2,30,30,16,0.043,27.7,18.6,122.0,91.0,11.1,"Rain, Overcast",rain,1.2408,24.537499999999998,38.804625
91,OK,OK,5.09,8.61,974.23,86.85,9.98,2022-11-16 19:00:00,19,2,30,30,16,0.917,27.7,15.5,96.0,91.0,9.1,"Rain, Overcast",rain,1.3912,23.0875,36.739125
92,OK,OK,3.27,5.49,971.18,87.53,9.4,2022-11-16 20:00:00,20,2,30,30,16,0.875,38.9,24.4,73.0,100.0,5.0,"Rain, Overcast",rain,3.9291999999999994,21.1875,36.414
93,OK,OK,3.17,5.12,969.1,88.93,9.5,2022-11-16 21:00:00,21,2,30,30,16,5.678,33.5,26.0,82.0,97.2,7.0,"Rain, Overcast",rain,1.5415999999999999,20.5875,33.067125
94,OK,OK,4.45,6.35,968.03,89.23,9.98,2022-11-16 22:00:00,22,2,30,30,16,1.398,18.4,16.4,93.0,96.2,10.7,"Rain, Overcast",rain,0.6392,25.2875,39.340125
95,OK,OK,6.99,9.26,967.58,89.55,10.25,2022-11-16 23:00:00,23,2,30,30,16,0.096,24.1,9.9,122.0,91.0,9.5,"Rain, Overcast",rain,4.2299999999999995,29.55,49.514625
96,OK,OK,8.63,14.93,966.35,89.68,10.63,2022-11-17 00:00:00,0,3,30,30,17,1.299,27.7,9.9,87.0,91.0,8.8,"Rain, Overcast",rain,1.7484,25.212500000000002,40.353750000000005
97,OK,Deliquescence,7.22,16.28,965.93,89.75,10.78,2022-11-17 01:00:00,1,3,30,30,17,0.13,22.3,8.1,318.0,97.2,9.3,"Rain, Overcast",rain,3.4215999999999998,16.6625,28.9935
98,OK,Deliquescence,9.29,13.26,967.33,89.48,10.73,2022-11-17 02:00:00,2,3,30,30,17,0.011,27.7,17.6,297.0,91.0,9.8,"Rain, Overcast",rain,2.2748,14.9125,25.130250000000004
99,OK,OK,1.84,2.24,968.55,88.23,9.83,2022-11-17 03:00:00,3,3,30,30,17,0.03,51.8,26.3,285.0,100.0,8.8,"Rain, Overcast",rain,1.034,13.0625,21.018375000000002
100,OK,OK,0.85,1.49,970.15,88.83,8.93,2022-11-17 04:00:00,4,3,30,30,17,0.0,55.4,28.8,286.0,100.0,9.7,Overcast,cloudy,4.587199999999999,13.975,26.04825
101,OK,OK,1.6,1.96,971.23,89.45,8.73,2022-11-17 05:00:00,5,3,30,30,17,0.529,44.6,29.7,276.0,100.0,11.2,"Rain, Overcast",rain,6.0536,15.2125,29.433375
102,OK,OK,2.79,3.05,972.13,89.48,8.6,2022-11-17 06:00:00,6,3,30,30,17,1.497,46.4,32.4,270.0,100.0,6.2,"Rain, Overcast",rain,4.0984,16.75,29.796750000000003
103,OK,OK,3.56,3.73,973.55,89.65,8.5,2022-11-17 07:00:00,7,3,30,30,17,0.971,46.4,30.9,269.0,100.0,6.7,"Rain, Overcast",rain,4.4932,17.6625,31.5945
104,OK,OK,5.07,4.71,974.23,89.78,8.5,2022-11-17 08:00:00,8,3,30,30,17,0.454,44.6,31.7,266.0,93.8,11.8,"Rain, Overcast",rain,6.0724,19.4375,35.91675
105,OK,OK,6.21,5.82,974.78,89.63,8.68,2022-11-17 09:00:00,9,3,30,30,17,1.532,44.6,30.3,266.0,91.0,14.1,"Rain, Overcast",rain,2.1431999999999998,17.65,29.165625000000002
106,OK,OK,5.12,5.36,975.43,88.93,8.98,2022-11-17 10:00:00,10,3,30,30,17,0.038,40.7,31.1,260.0,91.0,14.1,"Rain, Overcast",rain,6.3919999999999995,16.825000000000003,32.263875000000006
107,OK,OK,4.49,4.62,975.93,87.85,9.7,2022-11-17 11:00:00,11,3,30,30,17,0.0,42.5,32.2,266.0,74.7,13.6,Partially cloudy,partly-cloudy-day,6.0536,16.1375,30.848625
108,OK,OK,4.51,4.67,976.43,85.78,11.0,2022-11-17 12:00:00,12,3,30,30,17,0.146,40.7,32.9,269.0,74.2,14.1,"Rain, Partially cloudy",rain,2.5568,15.912500000000001,26.947125
109,OK,OK,4.09,4.2,977.15,83.35,11.45,2022-11-17 13:00:00,13,3,30,30,17,0.0,44.6,29.5,269.0,84.9,13.6,Partially cloudy,partly-cloudy-day,1.1092,16.9625,27.081000000000003
110,OK,OK,3.12,3.46,977.3,82.53,11.63,2022-11-17 14:00:00,14,3,30,30,17,0.019,31.7,28.2,269.0,79.8,13.6,"Rain, Partially cloudy",rain,2.6508,14.6875,25.1685
111,OK,OK,2.9,3.34,977.93,79.55,11.83,2022-11-17 15:00:00,15,3,30,30,17,0.0,44.6,30.0,263.0,73.2,13.6,Partially cloudy,partly-cloudy-day,1.7107999999999999,15.7125,25.761375
112,OK,OK,2.53,3.22,977.95,79.63,11.1,2022-11-17 16:00:00,16,3,30,30,17,0.0,37.1,27.4,259.0,72.6,14.1,Partially cloudy,partly-cloudy-day,1.0715999999999999,15.7625,25.187625
113,OK,OK,2.6,3.1,978.85,80.0,10.28,2022-11-17 17:00:00,17,3,30,30,17,0.0,31.7,24.9,256.0,34.9,14.1,Partially cloudy,partly-cloudy-night,2.162,17.7375,29.33775
114,OK,OK,3.45,3.7,979.43,81.4,9.48,2022-11-17 18:00:00,18,3,30,30,17,0.0,31.7,20.0,249.0,30.8,14.1,Partially cloudy,partly-cloudy-night,0.7143999999999999,19.475,30.523500000000002
115,OK,OK,4.05,4.16,980.25,82.25,9.1,2022-11-17 19:00:00,19,3,30,30,17,0.011,29.5,23.3,256.0,55.5,14.1,"Rain, Partially cloudy",rain,4.5496,19.15,33.927749999999996
116,OK,OK,4.0,4.24,980.5,82.18,8.63,2022-11-17 20:00:00,20,3,30,30,17,0.0,31.7,22.6,250.0,55.5,13.6,Partially cloudy,partly-cloudy-night,0.752,17.224999999999998,27.100125000000002
117,OK,OK,4.12,4.57,981.5,82.83,8.23,2022-11-17 21:00:00,21,3,30,30,17,0.0,33.5,23.3,249.0,31.9,14.1,Partially cloudy,partly-cloudy-night,1.5603999999999998,17.450000000000003,28.285875
118,OK,OK,3.36,4.38,982.2,83.78,8.28,2022-11-17 22:00:00,22,3,30,30,17,0.0,40.7,24.5,259.0,61.7,14.1,Partially cloudy,partly-cloudy-night,1.7296,16.725,27.348750000000003
119,OK,OK,3.1,4.35,982.9,84.53,8.3,2022-11-17 23:00:00,23,3,30,30,17,0.0,40.7,22.6,250.0,55.1,14.1,Partially cloudy,partly-cloudy-night,5.959599999999999,16.35,31.058999999999997
120,OK,OK,2.84,4.13,984.35,84.48,8.3,2022-11-18 00:00:00,0,4,30,30,18,0.189,35.3,23.3,253.0,65.8,14.1,"Rain, Partially cloudy",rain,1.4664,16.612499999999997,26.908875000000002
121,OK,OK,2.61,3.95,985.05,84.1,8.38,2022-11-18 01:00:00,1,4,30,30,18,0.0,31.7,24.8,256.0,65.8,14.1,Partially cloudy,partly-cloudy-night,1.0903999999999998,16.1375,25.81875
122,OK,OK,2.73,4.2,985.75,83.4,8.48,2022-11-18 02:00:00,2,4,30,30,18,0.0,31.7,24.3,249.0,67.8,14.1,Partially cloudy,partly-cloudy-night,1.8423999999999998,15.45,25.51275
123,OK,OK,2.63,3.69,986.53,83.03,8.33,2022-11-18 03:00:00,3,4,30,30,18,0.0,33.5,22.2,253.0,73.2,14.1,Partially cloudy,partly-cloudy-night,1.1656,14.65,23.619375
124,OK,OK,2.38,3.61,987.05,83.15,8.03,2022-11-18 04:00:00,4,4,30,30,18,0.0,35.3,22.5,250.0,63.7,14.1,Partially cloudy,partly-cloudy-night,2.1056,15.9375,26.50725
125,OK,OK,2.39,3.58,987.28,83.15,8.08,2022-11-18 05:00:00,5,4,30,30,18,0.0,31.7,19.5,253.0,100.0,14.1,Overcast,cloudy,3.1959999999999997,16.95,29.18475
126,OK,OK,2.42,3.67,988.45,83.03,8.18,2022-11-18 06:00:00,6,4,30,30,18,0.0,27.7,19.2,250.0,71.9,14.1,Partially cloudy,partly-cloudy-night,3.3087999999999997,18.775,32.110875
127,OK,OK,2.86,3.86,989.7,83.53,7.73,2022-11-18 07:00:00,7,4,30,30,18,0.0,37.1,18.1,250.0,74.2,14.1,Partially cloudy,partly-cloudy-night,5.7528,23.0625,41.13787500000001
