,Datetime,PM2.5 Scaled µg/m³,Temperature C,precip,windgust,windspeed,winddir,visibility,conditions,Pressure.humidity,PM2.5_cat
0,2022-11-13 00:00:00,51.21,11.35,0.019,24.1,8.6,116.0,5.0,"Rain, Overcast",89865.2,5
1,2022-11-13 01:00:00,40.59,11.8,0.0,18.4,9.5,135.0,4.4,Overcast,89967.09799999998,5
2,2022-11-13 02:00:00,34.94,12.0,0.0,22.3,11.3,135.0,3.5,Overcast,89938.0845,5
3,2022-11-13 03:00:00,30.73,12.18,0.0,25.9,7.7,138.0,4.4,Overcast,89783.3104,5
4,2022-11-13 04:00:00,31.17,12.15,0.0,9.4,8.4,132.0,5.6,Overcast,89770.0384,5
5,2022-11-13 05:00:00,32.81,12.0,0.0,9.4,7.8,135.0,5.6,Overcast,89683.9374,5
6,2022-11-13 06:00:00,30.27,11.75,0.011,11.2,9.5,125.0,5.0,"Rain, Overcast",89549.793,5
7,2022-11-13 07:00:00,24.44,11.35,0.0,7.6,10.9,102.0,3.4,Overcast,89577.82140000002,5
8,2022-11-13 08:00:00,23.24,11.03,0.0,5.4,8.8,96.0,2.7,Overcast,89932.3644,5
9,2022-11-13 09:00:00,22.68,11.23,0.0,14.8,10.2,97.0,3.9,Overcast,90308.12700000001,5
10,2022-11-13 10:00:00,20.48,11.3,0.0,5.4,7.0,77.0,7.2,Overcast,90193.5,5
11,2022-11-13 11:00:00,20.66,11.65,0.0,3.6,7.5,112.0,10.0,Overcast,90118.83690000001,5
12,2022-11-13 12:00:00,21.81,12.35,0.0,3.6,10.5,103.0,9.6,Partially cloudy,89466.552,5
13,2022-11-13 13:00:00,20.97,13.6,0.0,13.0,9.8,98.0,11.4,Partially cloudy,88998.67439999999,5
14,2022-11-13 14:00:00,23.73,15.1,0.0,20.5,9.9,99.0,14.1,Partially cloudy,85181.61,5
15,2022-11-13 15:00:00,28.06,14.45,0.0,14.8,10.8,96.0,13.1,Partially cloudy,84189.213,5
16,2022-11-13 16:00:00,30.56,12.98,0.0,3.6,9.4,97.0,11.6,Clear,85519.53,5
17,2022-11-13 17:00:00,37.56,12.13,0.0,11.2,7.7,91.0,6.9,Partially cloudy,87396.6755,5
18,2022-11-13 18:00:00,40.85,11.68,0.0,16.6,12.0,86.0,4.8,Partially cloudy,88064.1854,5
19,2022-11-13 19:00:00,52.3,11.38,0.0,16.6,9.4,103.0,7.1,Partially cloudy,88920.03,5
20,2022-11-13 20:00:00,55.97,11.15,0.0,22.3,4.0,111.0,6.3,Overcast,89055.8825,5
21,2022-11-13 21:00:00,51.07,10.7,0.0,24.1,4.7,82.0,3.9,Partially cloudy,88958.889,5
22,2022-11-13 22:00:00,48.46,10.13,0.0,20.5,6.3,89.0,5.7,Clear,89386.08,5
23,2022-11-13 23:00:00,47.39,9.75,0.0,7.6,3.6,322.0,3.9,Clear,89618.934,5
24,2022-11-14 00:00:00,51.08,9.53,0.019,13.0,2.9,323.0,5.4,Rain,89873.82,5
25,2022-11-14 01:00:00,51.69,9.35,0.0,16.6,3.1,101.0,1.4,Partially cloudy,90188.499,5
26,2022-11-14 02:00:00,59.11,9.43,0.0,5.4,3.6,359.0,0.2,Overcast,90303.928,5
27,2022-11-14 03:00:00,63.24,9.78,0.0,11.2,2.7,195.0,0.6,Overcast,90336.359,5
28,2022-11-14 04:00:00,58.38,9.78,0.0,18.4,3.3,79.0,0.0,Overcast,90300.09,5
29,2022-11-14 05:00:00,55.68,9.68,0.0,18.4,3.1,100.0,0.2,Overcast,90280.2834,5
30,2022-11-14 06:00:00,47.12,9.6,0.104,16.6,3.8,116.0,0.1,"Rain, Overcast",90124.75,5
31,2022-11-14 07:00:00,44.08,9.4,0.0,16.6,5.2,125.0,0.0,Overcast,90260.16,5
32,2022-11-14 08:00:00,37.13,9.78,0.019,14.8,4.4,192.0,0.5,"Rain, Fog",90835.8325,5
33,2022-11-14 09:00:00,35.83,10.43,0.0,20.5,3.5,241.0,0.0,Overcast,90897.9225,5
34,2022-11-14 10:00:00,28.55,10.88,0.077,16.6,6.6,172.0,1.2,"Rain, Overcast",90913.595,5
35,2022-11-14 11:00:00,30.17,11.48,0.0,18.4,6.2,168.0,3.8,Overcast,91034.58,5
36,2022-11-14 12:00:00,35.63,12.0,0.0,13.0,7.0,140.0,6.2,Overcast,90675.46600000001,5
37,2022-11-14 13:00:00,37.18,12.5,0.0,9.4,7.8,125.0,7.1,Overcast,90686.47499999999,5
38,2022-11-14 14:00:00,34.11,13.23,0.0,5.4,5.2,128.0,7.5,Overcast,89956.1754,5
39,2022-11-14 15:00:00,35.93,13.23,0.0,7.6,6.7,104.0,8.5,Partially cloudy,88326.17,5
40,2022-11-14 16:00:00,38.84,12.28,0.0,7.6,7.7,106.0,7.5,Partially cloudy,88491.99840000001,5
41,2022-11-14 17:00:00,42.93,12.13,0.0,13.0,5.4,118.0,6.9,Overcast,89313.3374,5
42,2022-11-14 18:00:00,44.2,12.38,0.0,16.6,7.3,129.0,7.3,Overcast,89464.42450000001,5
43,2022-11-14 19:00:00,36.81,12.6,0.0,11.2,8.6,162.0,5.4,Overcast,89731.887,5
44,2022-11-14 20:00:00,18.44,12.63,0.021,18.4,12.4,239.0,8.8,"Rain, Overcast",89308.19840000001,5
45,2022-11-14 21:00:00,7.04,12.28,0.495,22.3,13.7,240.0,13.1,"Rain, Overcast",88521.4845,3
46,2022-11-14 22:00:00,3.48,11.58,0.0,24.1,12.9,237.0,14.1,Partially cloudy,87254.28050000001,2
47,2022-11-14 23:00:00,4.45,10.55,0.011,13.0,8.8,211.0,13.6,"Rain, Partially cloudy",86392.21500000001,2
48,2022-11-15 00:00:00,3.94,9.8,0.0,16.6,9.4,184.0,13.6,Partially cloudy,86318.54440000001,2
49,2022-11-15 01:00:00,2.97,9.35,0.0,22.3,12.0,165.0,14.1,Partially cloudy,86385.4304,2
50,2022-11-15 02:00:00,2.84,9.3,0.0,25.9,10.9,160.0,13.6,Partially cloudy,86458.2129,2
51,2022-11-15 03:00:00,2.66,9.73,0.0,22.3,13.6,154.0,14.1,Partially cloudy,86800.504,2
52,2022-11-15 04:00:00,2.76,10.63,0.0,29.5,14.9,152.0,11.7,Overcast,86297.875,2
53,2022-11-15 05:00:00,2.94,10.98,0.0,35.3,17.3,156.0,12.1,Overcast,86167.45,2
54,2022-11-15 06:00:00,3.32,11.63,0.0,40.7,22.2,168.0,11.4,Overcast,85354.76550000001,2
55,2022-11-15 07:00:00,2.94,11.8,0.038,33.5,22.5,164.0,7.6,"Rain, Overcast",85060.4419,2
56,2022-11-15 08:00:00,1.92,11.43,0.203,29.5,22.4,151.0,6.9,"Rain, Overcast",86802.828,1
57,2022-11-15 09:00:00,1.17,11.58,1.27,35.3,21.7,157.0,6.3,"Rain, Overcast",87670.25,1
58,2022-11-15 10:00:00,1.32,11.8,0.736,38.9,20.5,158.0,7.5,"Rain, Overcast",88107.845,1
59,2022-11-15 11:00:00,1.71,12.08,1.12,42.5,24.4,161.0,6.1,"Rain, Overcast",88082.2024,1
60,2022-11-15 12:00:00,1.83,12.25,4.949,44.6,25.0,165.0,7.6,"Rain, Overcast",87943.66339999999,1
61,2022-11-15 13:00:00,2.78,12.65,0.683,51.8,22.1,179.0,7.0,"Rain, Partially cloudy",88280.7925,2
62,2022-11-15 14:00:00,2.19,13.98,0.145,37.1,26.7,213.0,13.6,"Rain, Partially cloudy",85195.348,1
63,2022-11-15 15:00:00,2.26,13.95,0.0,33.5,21.8,216.0,12.6,Partially cloudy,81115.2415,1
64,2022-11-15 16:00:00,2.49,12.78,0.0,37.1,17.5,206.0,12.1,Partially cloudy,81953.7975,1
65,2022-11-15 17:00:00,2.89,11.98,0.032,27.7,16.8,201.0,11.6,"Rain, Partially cloudy",83449.0875,2
66,2022-11-15 18:00:00,3.25,11.38,0.043,24.1,15.5,207.0,13.6,"Rain, Partially cloudy",83622.07800000001,2
67,2022-11-15 19:00:00,3.42,10.55,0.0,16.6,13.8,193.0,13.1,Partially cloudy,83751.2865,2
68,2022-11-15 20:00:00,3.63,9.93,0.019,25.9,15.6,202.0,12.1,Rain,83449.0875,2
69,2022-11-15 21:00:00,4.83,9.13,0.0,20.5,16.6,215.0,12.6,Clear,83994.16500000001,2
70,2022-11-15 22:00:00,4.9,8.53,0.0,20.5,12.5,187.0,13.1,Partially cloudy,85059.138,2
71,2022-11-15 23:00:00,3.58,8.38,0.0,18.4,12.2,181.0,10.4,Clear,85686.90100000001,2
72,2022-11-16 00:00:00,2.18,9.0,0.0,30.2,18.4,200.0,9.0,Partially cloudy,85198.3664,1
73,2022-11-16 01:00:00,1.41,8.9,0.0,28.8,18.4,180.0,10.0,Partially cloudy,85157.7504,1
74,2022-11-16 02:00:00,1.12,8.48,0.0,27.7,14.8,160.0,10.0,Partially cloudy,85708.3524,1
75,2022-11-16 03:00:00,1.26,8.3,0.0,27.7,11.2,174.0,10.0,Partially cloudy,85889.736,1
76,2022-11-16 04:00:00,1.4,8.18,0.0,25.2,10.5,146.0,10.0,Partially cloudy,86655.90100000001,1
77,2022-11-16 05:00:00,1.38,8.35,0.0,24.5,10.0,160.0,10.0,Partially cloudy,86385.9764,1
78,2022-11-16 06:00:00,1.56,8.35,0.0,23.8,5.4,41.0,10.0,Overcast,86674.659,1
79,2022-11-16 07:00:00,2.3,8.55,0.0,18.7,11.8,179.0,7.9,Partially cloudy,86975.3265,1
80,2022-11-16 08:00:00,2.36,8.58,0.053,18.4,11.2,144.0,9.7,"Rain, Overcast",87325.92,1
81,2022-11-16 09:00:00,2.21,8.95,2.828,13.0,12.0,168.0,13.1,"Rain, Partially cloudy",87954.40500000001,1
82,2022-11-16 10:00:00,1.47,10.05,0.23,20.5,12.4,190.0,12.6,Rain,87042.405,1
83,2022-11-16 11:00:00,1.48,11.58,0.0,22.3,13.0,177.0,14.1,Partially cloudy,83858.3824,1
84,2022-11-16 12:00:00,2.16,12.85,0.0,20.5,16.4,185.0,13.6,Partially cloudy,79889.44499999999,1
85,2022-11-16 13:00:00,2.48,12.95,0.0,18.4,14.3,170.0,13.1,Partially cloudy,78030.2285,1
86,2022-11-16 14:00:00,3.24,12.03,0.0,24.1,16.2,155.0,13.1,Partially cloudy,79534.77,2
87,2022-11-16 15:00:00,4.22,11.4,0.0,20.5,16.0,162.0,11.9,Partially cloudy,81300.42550000001,2
88,2022-11-16 16:00:00,4.2,10.7,0.0,20.5,16.1,132.0,10.6,Overcast,82431.58140000001,2
89,2022-11-16 17:00:00,7.03,10.33,0.23,25.9,15.3,117.0,10.4,"Rain, Partially cloudy",84420.0775,3
90,2022-11-16 18:00:00,6.34,10.43,0.043,27.7,18.6,122.0,11.1,"Rain, Overcast",84306.87999999999,3
91,2022-11-16 19:00:00,5.09,9.98,0.917,27.7,15.5,96.0,9.1,"Rain, Overcast",84611.8755,3
92,2022-11-16 20:00:00,3.27,9.4,0.875,38.9,24.4,73.0,5.0,"Rain, Overcast",85007.3854,2
93,2022-11-16 21:00:00,3.17,9.5,5.678,33.5,26.0,82.0,7.0,"Rain, Overcast",86182.06300000001,2
94,2022-11-16 22:00:00,4.45,9.98,1.398,18.4,16.4,93.0,10.7,"Rain, Overcast",86377.3169,2
95,2022-11-16 23:00:00,6.99,10.25,0.096,24.1,9.9,122.0,9.5,"Rain, Overcast",86646.789,3
96,2022-11-17 00:00:00,8.63,10.63,1.299,27.7,9.9,87.0,8.8,"Rain, Overcast",86662.26800000001,4
97,2022-11-17 01:00:00,7.22,10.78,0.13,22.3,8.1,318.0,9.3,"Rain, Overcast",86692.2175,3
98,2022-11-17 02:00:00,9.29,10.73,0.011,27.7,17.6,297.0,9.8,"Rain, Overcast",86556.68840000001,4
99,2022-11-17 03:00:00,1.84,9.83,0.03,51.8,26.3,285.0,8.8,"Rain, Overcast",85455.1665,1
100,2022-11-17 04:00:00,0.85,8.93,0.0,55.4,28.8,286.0,9.7,Overcast,86178.4245,1
101,2022-11-17 05:00:00,1.6,8.73,0.529,44.6,29.7,276.0,11.2,"Rain, Overcast",86876.52350000001,1
102,2022-11-17 06:00:00,2.79,8.6,1.497,46.4,32.4,270.0,6.2,"Rain, Overcast",86986.1924,2
103,2022-11-17 07:00:00,3.56,8.5,0.971,46.4,30.9,269.0,6.7,"Rain, Overcast",87278.7575,2
104,2022-11-17 08:00:00,5.07,8.5,0.454,44.6,31.7,266.0,11.8,"Rain, Overcast",87466.3694,3
105,2022-11-17 09:00:00,6.21,8.68,1.532,44.6,30.3,266.0,14.1,"Rain, Overcast",87369.53139999999,3
106,2022-11-17 10:00:00,5.12,8.98,0.038,40.7,31.1,260.0,14.1,"Rain, Overcast",86744.9899,3
107,2022-11-17 11:00:00,4.49,9.7,0.0,42.5,32.2,266.0,13.6,Partially cloudy,85735.45049999999,2
108,2022-11-17 12:00:00,4.51,11.0,0.146,40.7,32.9,269.0,14.1,"Rain, Partially cloudy",83758.1654,2
109,2022-11-17 13:00:00,4.09,11.45,0.0,44.6,29.5,269.0,13.6,Partially cloudy,81445.4525,2
110,2022-11-17 14:00:00,3.12,11.63,0.019,31.7,28.2,269.0,13.6,"Rain, Partially cloudy",80656.569,2
111,2022-11-17 15:00:00,2.9,11.83,0.0,44.6,30.0,263.0,13.6,Partially cloudy,77794.3315,2
112,2022-11-17 16:00:00,2.53,11.1,0.0,37.1,27.4,259.0,14.1,Partially cloudy,77874.1585,2
113,2022-11-17 17:00:00,2.6,10.28,0.0,31.7,24.9,256.0,14.1,Partially cloudy,78308.0,2
114,2022-11-17 18:00:00,3.45,9.48,0.0,31.7,20.0,249.0,14.1,Partially cloudy,79725.602,2
115,2022-11-17 19:00:00,4.05,9.1,0.011,29.5,23.3,256.0,14.1,"Rain, Partially cloudy",80625.5625,2
116,2022-11-17 20:00:00,4.0,8.63,0.0,31.7,22.6,250.0,13.6,Partially cloudy,80577.49,2
117,2022-11-17 21:00:00,4.12,8.23,0.0,33.5,23.3,249.0,14.1,Partially cloudy,81297.645,2
118,2022-11-17 22:00:00,3.36,8.28,0.0,40.7,24.5,259.0,14.1,Partially cloudy,82288.716,2
119,2022-11-17 23:00:00,3.1,8.3,0.0,40.7,22.6,250.0,14.1,Partially cloudy,83084.537,2
120,2022-11-18 00:00:00,2.84,8.3,0.189,35.3,23.3,253.0,14.1,"Rain, Partially cloudy",83157.888,2
121,2022-11-18 01:00:00,2.61,8.38,0.0,31.7,24.8,256.0,14.1,Partially cloudy,82842.70499999999,2
122,2022-11-18 02:00:00,2.73,8.48,0.0,31.7,24.3,249.0,14.1,Partially cloudy,82211.55,2
123,2022-11-18 03:00:00,2.63,8.33,0.0,33.5,22.2,253.0,14.1,Partially cloudy,81911.5859,2
124,2022-11-18 04:00:00,2.38,8.03,0.0,35.3,22.5,250.0,14.1,Partially cloudy,82073.2075,1
125,2022-11-18 05:00:00,2.39,8.08,0.0,31.7,19.5,253.0,14.1,Overcast,82092.33200000001,1
126,2022-11-18 06:00:00,2.42,8.18,0.0,27.7,19.2,250.0,14.1,Partially cloudy,82071.0035,1
127,2022-11-18 07:00:00,2.86,7.73,0.0,37.1,18.1,250.0,14.1,Partially cloudy,82669.641,2
128,2022-11-18 08:00:00,3.39,7.65,0.077,29.5,16.4,259.0,14.1,"Rain, Partially cloudy",84152.88,2
129,2022-11-18 09:00:00,3.49,8.7,0.0,27.7,18.4,262.0,11.7,Partially cloudy,84158.51999999999,2
130,2022-11-18 10:00:00,3.18,10.23,0.0,31.7,20.9,263.0,12.6,Partially cloudy,81893.625,2
131,2022-11-18 11:00:00,2.77,11.95,0.0,27.7,22.2,263.0,14.1,Clear,80189.109,2
132,2022-11-18 12:00:00,2.09,14.28,0.0,29.5,22.2,270.0,13.1,Clear,75263.685,1
133,2022-11-18 13:00:00,1.86,13.4,0.0,29.5,21.4,286.0,13.1,Partially cloudy,72320.77500000001,1
134,2022-11-18 14:00:00,1.49,12.1,0.0,25.9,19.7,277.0,13.6,Partially cloudy,74000.555,1
135,2022-11-18 15:00:00,2.02,11.73,0.0,22.3,15.3,270.0,14.1,Overcast,74900.3304,1
136,2022-11-18 16:00:00,2.29,11.15,0.0,18.4,14.0,280.0,14.1,Overcast,75672.7825,1
137,2022-11-18 17:00:00,3.44,10.68,0.0,18.4,16.2,273.0,14.1,Overcast,76444.59240000001,2
138,2022-11-18 18:00:00,5.22,10.3,0.0,18.4,12.5,279.0,14.1,Overcast,76954.9149,3
139,2022-11-18 19:00:00,4.73,9.95,0.0,18.4,11.9,284.0,14.1,Overcast,77405.952,2
140,2022-11-18 20:00:00,4.87,9.65,0.0,24.1,13.0,290.0,14.1,Partially cloudy,77217.55500000001,2
141,2022-11-18 21:00:00,4.44,9.2,0.0,18.4,10.7,296.0,13.1,Partially cloudy,77101.5824,2
142,2022-11-18 22:00:00,4.5,8.75,0.0,16.6,11.8,302.0,13.6,Partially cloudy,77917.3824,2
143,2022-11-18 23:00:00,4.17,8.7,0.0,14.8,11.8,299.0,14.1,Overcast,78370.022,2
144,2022-11-19 00:00:00,5.4,8.68,0.0,13.0,10.5,304.0,13.1,Overcast,78913.8,3
145,2022-11-19 01:00:00,4.53,8.45,0.0,14.8,9.4,304.0,14.1,Overcast,79380.3254,2
146,2022-11-19 02:00:00,5.14,7.75,0.0,13.0,11.0,302.0,10.2,Overcast,80136.21940000002,3
147,2022-11-19 03:00:00,4.71,7.58,0.0,16.6,12.3,301.0,12.6,Overcast,81716.292,2
148,2022-11-19 04:00:00,3.37,7.93,0.0,16.6,11.2,296.0,13.1,Overcast,81669.91500000001,2
149,2022-11-19 05:00:00,3.27,8.08,0.0,16.6,13.9,296.0,10.9,Overcast,81732.588,2
150,2022-11-19 06:00:00,3.39,8.28,0.0,14.8,14.2,296.0,13.6,Overcast,81591.054,2
151,2022-11-19 07:00:00,3.17,8.3,0.0,16.6,15.0,300.0,13.1,Overcast,81643.899,2
152,2022-11-19 08:00:00,3.5,8.35,0.0,14.8,14.2,291.0,14.1,Overcast,81861.3264,2
153,2022-11-19 09:00:00,3.46,8.75,0.0,18.4,12.6,306.0,13.6,Overcast,81752.7204,2
154,2022-11-19 10:00:00,3.13,9.28,0.0,22.3,12.6,299.0,11.3,Overcast,81365.2735,2
155,2022-11-19 11:00:00,3.21,10.08,0.0,16.6,14.6,297.0,13.6,Overcast,80300.181,2
156,2022-11-19 12:00:00,3.35,10.58,0.0,18.4,14.4,310.0,13.6,Overcast,79232.4225,2
157,2022-11-19 13:00:00,3.53,10.58,0.0,22.3,15.2,300.0,13.6,Overcast,78553.7004,2
158,2022-11-19 14:00:00,4.12,10.58,0.0,18.4,14.2,305.0,14.1,Overcast,78608.38500000001,2
159,2022-11-19 15:00:00,4.18,10.98,0.0,11.2,12.8,306.0,14.1,Partially cloudy,76762.47050000001,2
160,2022-11-19 16:00:00,4.28,9.88,0.0,11.2,7.6,294.0,13.6,Partially cloudy,77722.7934,2
161,2022-11-19 17:00:00,7.36,9.48,0.0,9.4,9.5,283.0,13.1,Partially cloudy,79075.7604,3
162,2022-11-19 18:00:00,9.27,9.38,0.0,7.6,6.0,263.0,13.1,Partially cloudy,79256.0775,4
163,2022-11-19 19:00:00,13.27,8.8,0.0,13.0,6.6,280.0,12.1,Partially cloudy,78629.5125,5
164,2022-11-19 20:00:00,19.49,7.1,0.0,7.6,3.8,272.0,11.7,Clear,80088.785,5
165,2022-11-19 21:00:00,19.01,6.0,0.0,7.6,2.7,214.0,12.1,Clear,82732.92749999999,5
166,2022-11-19 22:00:00,27.37,5.33,0.0,12.2,1.7,160.0,10.0,Partially cloudy,84083.325,5
167,2022-11-19 23:00:00,36.34,5.15,0.0,7.6,3.8,164.0,10.8,Partially cloudy,85857.98,5
168,2022-11-20 00:00:00,31.0,5.5,0.0,11.2,5.6,145.0,11.8,Partially cloudy,86543.25,5
169,2022-11-20 01:00:00,19.77,5.85,0.0,11.2,5.4,113.0,13.6,Partially cloudy,86415.342,5
170,2022-11-20 02:00:00,11.34,6.43,0.0,13.0,5.1,113.0,14.1,Partially cloudy,84775.282,5
171,2022-11-20 03:00:00,6.02,7.0,0.0,14.8,6.5,182.0,20.7,Overcast,83047.881,3
172,2022-11-20 04:00:00,5.23,7.1,0.049,20.5,7.1,162.0,10.5,"Rain, Overcast",84456.75600000001,3
173,2022-11-20 05:00:00,6.0,7.2,0.119,13.0,8.8,145.0,6.6,"Rain, Overcast",86497.9839,3
174,2022-11-20 06:00:00,5.92,7.5,0.784,22.3,9.1,151.0,5.2,"Rain, Overcast",87175.264,3
175,2022-11-20 07:00:00,8.33,7.68,0.282,22.3,7.3,224.0,4.6,"Rain, Overcast",87481.71200000001,4
176,2022-11-20 08:00:00,8.16,7.68,2.848,22.3,6.4,297.0,9.6,"Rain, Overcast",87577.41440000001,4
177,2022-11-20 09:00:00,8.76,8.23,2.37,25.9,12.9,285.0,10.5,"Rain, Partially cloudy",88702.7614,4
178,2022-11-20 10:00:00,6.42,9.25,0.019,29.5,12.9,281.0,11.1,"Rain, Partially cloudy",86992.92,3
179,2022-11-20 11:00:00,5.29,10.65,0.0,25.9,17.9,274.0,11.1,Clear,85225.8974,3
180,2022-11-20 12:00:00,4.76,12.83,0.0,29.5,25.3,277.0,10.8,Clear,79082.7225,2
181,2022-11-20 13:00:00,4.56,12.85,0.0,38.9,27.4,276.0,11.2,Partially cloudy,74347.92,2
182,2022-11-20 14:00:00,5.38,11.53,0.0,33.5,17.5,276.0,12.1,Partially cloudy,73987.4,3
183,2022-11-20 15:00:00,5.67,10.43,0.0,24.1,17.1,270.0,12.1,Overcast,76660.2025,3
184,2022-11-20 16:00:00,5.3,9.3,0.203,16.6,14.3,264.0,11.6,"Rain, Partially cloudy",78549.7974,3
185,2022-11-20 17:00:00,3.67,8.83,0.096,22.3,16.4,270.0,11.8,"Rain, Partially cloudy",79220.6775,2
186,2022-11-20 18:00:00,3.79,7.68,0.0,22.3,15.3,276.0,14.1,Clear,80108.01,2
187,2022-11-20 19:00:00,4.74,6.58,0.077,31.7,14.8,280.0,14.1,Rain,81296.25600000001,2
188,2022-11-20 20:00:00,5.1,5.83,0.0,27.7,15.6,261.0,14.1,Clear,82436.01839999999,3
189,2022-11-20 21:00:00,6.25,5.05,0.093,24.1,11.6,265.0,14.1,Rain,83741.2279,3
190,2022-11-20 22:00:00,7.28,4.3,0.0,18.4,11.3,245.0,14.1,Clear,85028.05,3
191,2022-11-20 23:00:00,6.94,4.48,0.0,14.8,7.0,248.0,13.6,Partially cloudy,86244.63500000001,3
192,2022-11-21 00:00:00,6.69,4.45,0.0,20.5,9.2,232.0,13.1,Partially cloudy,86312.734,3
193,2022-11-21 01:00:00,6.55,4.58,0.0,16.6,7.3,235.0,12.1,Partially cloudy,86917.34999999999,3
194,2022-11-21 02:00:00,6.66,4.58,0.0,14.8,3.8,176.0,11.8,Partially cloudy,86298.71250000001,3
195,2022-11-21 03:00:00,7.28,4.05,0.0,13.0,5.3,223.0,12.1,Partially cloudy,86391.7675,3
196,2022-11-21 04:00:00,7.71,3.65,0.0,9.4,3.8,103.0,11.2,Partially cloudy,87013.69200000001,4
197,2022-11-21 05:00:00,7.2,3.55,0.0,11.2,8.1,94.0,11.4,Partially cloudy,87890.577,3
198,2022-11-21 06:00:00,7.88,4.2,0.0,20.5,4.9,88.0,11.1,Partially cloudy,88444.46,4
199,2022-11-21 07:00:00,8.51,4.83,0.0,20.5,11.2,99.0,10.5,Partially cloudy,88106.32549999999,4
200,2022-11-21 08:00:00,8.56,5.48,0.0,22.3,11.9,113.0,11.8,Partially cloudy,87600.88,4
201,2022-11-21 09:00:00,6.9,6.38,0.0,20.5,14.1,113.0,11.3,Partially cloudy,87239.53749999999,3
202,2022-11-21 10:00:00,6.91,7.33,0.0,27.7,15.1,119.0,10.7,Partially cloudy,86549.376,3
203,2022-11-21 11:00:00,8.81,7.73,0.062,25.9,17.3,127.0,8.9,"Rain, Overcast",86621.955,4
204,2022-11-21 12:00:00,7.69,8.28,1.421,35.3,20.8,112.0,7.8,"Rain, Overcast",87088.32100000001,4
205,2022-11-21 13:00:00,4.87,8.8,0.107,42.5,24.5,135.0,8.1,"Rain, Overcast",85605.2325,2
206,2022-11-21 14:00:00,2.8,8.13,0.254,51.8,30.3,141.0,8.6,"Rain, Overcast",83666.025,2
207,2022-11-21 15:00:00,3.71,7.58,0.175,42.5,26.3,115.0,9.6,"Rain, Overcast",84743.8875,2
208,2022-11-21 16:00:00,6.44,7.53,0.29,38.9,21.0,110.0,5.4,"Rain, Overcast",85995.21250000001,3
209,2022-11-21 17:00:00,3.76,7.68,0.472,51.8,24.3,242.0,10.5,"Rain, Overcast",86035.92240000001,2
210,2022-11-21 18:00:00,1.67,7.18,1.817,53.6,37.3,266.0,14.1,"Rain, Overcast",84724.7805,1
211,2022-11-21 19:00:00,3.19,7.03,0.0,48.2,30.1,256.0,13.6,Partially cloudy,83627.964,2
212,2022-11-21 20:00:00,3.98,6.35,0.077,50.0,28.4,247.0,13.1,Rain,82049.4129,2
213,2022-11-21 21:00:00,4.01,5.85,0.0,35.3,28.3,249.0,13.1,Clear,81912.824,2
214,2022-11-21 22:00:00,3.92,5.7,0.0,33.5,24.3,239.0,13.6,Clear,82266.39439999999,2
215,2022-11-21 23:00:00,3.67,5.4,0.019,29.5,22.1,244.0,13.1,Rain,82183.92,2
216,2022-11-22 00:00:00,2.93,5.3,0.064,25.9,21.8,238.0,13.6,"Rain, Partially cloudy",82681.32890000001,2
217,2022-11-22 01:00:00,2.44,5.53,0.0,24.1,20.1,241.0,14.1,Partially cloudy,82555.86,1
218,2022-11-22 02:00:00,1.85,5.75,0.0,24.1,20.8,244.0,13.6,Partially cloudy,82247.056,1
219,2022-11-22 03:00:00,2.09,6.13,0.038,25.9,19.5,232.0,14.1,"Rain, Partially cloudy",81313.856,1
220,2022-11-22 04:00:00,2.25,5.8,0.0,24.1,20.1,241.0,14.1,Partially cloudy,81639.266,1
221,2022-11-22 05:00:00,2.14,5.63,0.0,22.3,15.5,238.0,14.1,Partially cloudy,82343.29950000001,1
222,2022-11-22 06:00:00,1.63,5.45,0.0,18.4,16.2,245.0,14.1,Partially cloudy,82834.15139999999,1
223,2022-11-22 07:00:00,2.3,5.15,0.0,18.4,15.2,251.0,14.1,Clear,83517.2624,1
224,2022-11-22 08:00:00,2.8,4.93,0.0,18.4,15.2,247.0,14.1,Partially cloudy,84894.392,2
225,2022-11-22 09:00:00,4.5,5.45,0.0,18.4,13.8,251.0,13.6,Partially cloudy,85943.93600000002,2
226,2022-11-22 10:00:00,4.67,7.0,0.0,22.3,17.2,254.0,13.1,Partially cloudy,85523.44499999999,2
227,2022-11-22 11:00:00,3.31,8.88,0.0,25.9,16.1,258.0,14.1,Partially cloudy,83983.6799,2
228,2022-11-22 12:00:00,3.33,11.33,0.0,20.5,13.1,262.0,13.6,Partially cloudy,79457.72499999999,2
229,2022-11-22 13:00:00,2.74,12.95,0.0,22.3,14.8,281.0,13.6,Partially cloudy,74622.626,2
230,2022-11-22 14:00:00,2.29,13.05,0.0,14.8,12.0,284.0,13.6,Partially cloudy,72194.23999999999,1
231,2022-11-22 15:00:00,3.34,11.6,0.0,14.8,16.5,277.0,13.6,Partially cloudy,71867.922,2
232,2022-11-22 16:00:00,4.14,9.95,0.0,18.4,11.9,280.0,14.1,Partially cloudy,74605.685,2
233,2022-11-22 17:00:00,5.28,8.98,0.0,13.0,11.7,268.0,14.1,Partially cloudy,76407.2575,3
234,2022-11-22 18:00:00,7.4,8.18,0.0,14.8,11.2,276.0,14.1,Partially cloudy,78220.05,3
235,2022-11-22 19:00:00,9.48,7.75,0.0,16.6,11.5,257.0,14.1,Partially cloudy,79337.4564,4
236,2022-11-22 20:00:00,12.11,6.68,0.0,11.2,7.9,263.0,13.6,Clear,79551.64,5
